index,expected,baseline_status,baseline_time,improved_status,improved_time,formula
351,not_proved,not_proved,5.832873284816742e-06,not_proved,1.3665994629263878e-05,(E ∧ ¬(C → E))
352,valid,valid,7.58306123316288e-06,valid,1.3167038559913635e-05,((((D ∧ B) ∧ (B → A)) ∧ ((B ∨ D) ∨ C)) → ((D ∧ B) ∧ (B → A)))
353,not_proved,not_proved,5.95790334045887e-06,not_proved,1.6750069335103035e-05,(P(c) ∧ ∀x.(P(c) → P(b)))
354,valid,valid,0.00013824994675815105,valid,0.00016212486661970615,((((¬E → (A → D)) ∨ ((C → B) → (C ∧ A))) → ¬¬(D ∨ B)) → (¬¬¬(D ∨ B) → ¬((¬E → (A → D)) ∨ ((C → B) → (C ∧ A)))))
355,not_proved,not_proved,6.00004568696022e-06,not_proved,1.5083933249115944e-05,"(P(a, b) ∧ P(a))"
356,valid,valid,5.875015631318092e-06,valid,1.258309930562973e-05,((((C → C) ∨ (D ∧ C)) ∧ ((⊥ → ⊤) → B)) → ((⊥ → ⊤) → B))
357,not_proved,not_proved,3.0041905120015144e-05,not_proved,6.966688670217991e-05,"(((R(a, c) → Q(c, b)) → (R(b) → ⊥)) ∨ ∀z.(R(a) → P(z)))"
358,valid,valid,2.9171351343393326e-06,valid,5.749985575675964e-06,((D → B) → (D → B))
359,valid,valid,2.408307045698166e-05,valid,5.224999040365219e-05,((((B ∧ ⊥) ∨ ¬D) ∨ ¬(E ∧ C)) ∨ (((A ∨ B) → ¬E) ∨ ((⊤ ∨ D) → (E ∨ B))))
360,not_proved,not_proved,6.542075425386429e-06,not_proved,1.3292068615555763e-05,(¬B ∧ (A → B))
361,not_proved,not_proved,1.7875107005238533e-05,not_proved,3.9125094190239906e-05,(¬((D ∨ B) → ¬D) ∨ (¬¬C ∧ ¬(A ∧ A)))
362,not_proved,not_proved,5.332985892891884e-06,not_proved,1.4082994312047958e-05,"(P(c) ∧ P(a, b))"
363,valid,valid,5.95790334045887e-06,valid,1.2666918337345123e-05,(((C → (B → A)) ∧ ((E → B) ∧ ¬D)) → ((E → B) ∧ ¬D))
364,not_proved,not_proved,8.750008419156075e-06,not_proved,1.7416197806596756e-05,¬((B ∨ E) → (C → ⊥))
365,valid,valid,7.3749106377363205e-06,valid,1.8040882423520088e-05,(¬¬((E → A) ∧ (E → ⊤)) → ((E → A) ∧ (E → ⊤)))
366,valid,valid,2.070888876914978e-05,valid,5.470798350870609e-05,((((D ∨ D) ∧ ¬D) → ¬(E ∧ A)) → (¬¬(E ∧ A) → ¬((D ∨ D) ∧ ¬D)))
367,not_proved,not_proved,3.875000402331352e-06,not_proved,8.916947990655899e-06,¬Q(a)
368,valid,valid,0.0001014170702546835,valid,0.00025025010108947754,((((D ∨ E) ∨ (⊤ ∧ E)) → ((B → C) ∧ ¬B)) → (¬((B → C) ∧ ¬B) → ¬((D ∨ E) ∨ (⊤ ∧ E))))
369,not_proved,not_proved,1.1209165677428246e-05,not_proved,2.0957784727215767e-05,¬(E ∧ ((B ∨ E) → C))
370,valid,valid,6.00004568696022e-06,valid,1.2875068932771683e-05,((((D → C) ∨ (E ∧ C)) ∧ ¬(B ∧ B)) → ((D → C) ∨ (E ∧ C)))
371,not_proved,not_proved,4.624947905540466e-06,not_proved,8.791917935013771e-06,¬¬A
372,valid,valid,3.7921126931905746e-06,valid,6.332993507385254e-06,(⊥ ∨ ¬⊥)
373,not_proved,not_proved,2.4170149117708206e-06,not_proved,6.082933396100998e-06,Q(c)
374,not_proved,not_proved,1.2750038877129555e-05,not_proved,2.533290535211563e-05,(B ∨ (((B ∧ E) ∧ (C → B)) ∨ A))
375,valid,valid,4.667090252041817e-06,valid,8.37491825222969e-06,(((A ∨ E) ∧ ⊥) → ⊥)
376,valid,valid,2.1750107407569885e-05,valid,4.41248994320631e-05,(((B ∧ D) ∧ ((B ∧ D) → (C → ⊥))) → (C → ⊥))
377,valid,valid,5.292007699608803e-06,valid,8.666887879371643e-06,((C ∨ B) ∨ ¬C)
378,not_proved,not_proved,6.582820788025856e-06,not_proved,1.300009898841381e-05,((⊤ ∨ ⊥) ∧ ⊥)
379,not_proved,not_proved,1.054094173014164e-05,not_proved,2.187490463256836e-05,(((C ∨ ⊤) ∨ (E ∧ A)) → D)
380,not_proved,not_proved,7.082941010594368e-06,not_proved,1.416611485183239e-05,((B → E) ∧ ¬B)
381,valid,valid,5.4158736020326614e-06,valid,1.1125113815069199e-05,((¬B → E) → (¬(B ∧ ⊥) ∨ (¬B → E)))
382,valid,valid,4.500150680541992e-06,valid,8.458970114588737e-06,(((B ∨ C) ∧ ¬E) → ¬E)
383,not_proved,not_proved,9.041978046298027e-06,not_proved,1.8999911844730377e-05,¬((A ∨ ⊥) ∨ ¬C)
384,valid,valid,5.875015631318092e-06,valid,1.3042008504271507e-05,(((E ∨ ⊤) ∨ (D ∧ A)) → (((E ∨ ⊤) ∨ (D ∧ A)) ∨ (B → ¬⊤)))
385,not_proved,not_proved,1.4832941815257072e-05,not_proved,3.358302637934685e-05,((¬A ∨ (A ∧ ⊤)) → ((D ∧ B) ∧ A))
386,valid,valid,4.833098500967026e-06,valid,9.499955922365189e-06,((D ∨ C) → ((D → A) ∨ (D ∨ C)))
387,not_proved,not_proved,1.3834098353981972e-05,not_proved,2.6124995201826096e-05,(((B → A) → ⊥) ∨ ¬(B ∧ C))
388,valid,valid,7.00005330145359e-06,valid,1.650000922381878e-05,(((((D ∧ E) ∨ ¬C) → ((B ∨ B) ∧ ¬C)) ∧ A) → (((D ∧ E) ∨ ¬C) → ((B ∨ B) ∧ ¬C)))
389,not_proved,not_proved,9.207986295223236e-06,not_proved,2.2167107090353966e-05,"((P(b, b) → ⊥) ∧ ∀z.P(z, c))"
390,not_proved,not_proved,9.37492586672306e-06,not_proved,1.8333084881305695e-05,((B ∨ A) → (E ∨ B))
391,not_proved,not_proved,9.58307646214962e-06,not_proved,2.1249987185001373e-05,(¬(C → B) ∧ ((E ∧ A) → ¬E))
392,valid,valid,6.3749030232429504e-06,valid,1.391698606312275e-05,((((A → C) → (A → D)) ∧ ((A ∧ A) ∧ (E ∨ ⊤))) → ((A ∧ A) ∧ (E ∨ ⊤)))
393,valid,valid,9.37492586672306e-06,valid,2.3958971723914146e-05,((((D ∨ C) ∧ ¬⊤) ∨ ((⊥ ∨ D) ∧ (A ∧ C))) → ((((C ∨ A) ∧ (E ∨ D)) ∧ ((A → D) ∨ B)) ∨ (((D ∨ C) ∧ ¬⊤) ∨ ((⊥ ∨ D) ∧ (A ∧ C)))))
394,not_proved,not_proved,8.916947990655899e-06,not_proved,1.6499776393175125e-05,((E → B) ∨ (B ∧ A))
395,valid,valid,8.150003850460052e-05,valid,0.0003720829263329506,((((((A → D) ∧ (C → D)) ∨ (E ∨ ¬A)) → (((E ∧ E) ∨ (C ∨ ⊥)) → (¬D → (D → A)))) ∧ ((((E ∧ E) ∨ (C ∨ ⊥)) → (¬D → (D → A))) → ¬((A ∨ E) → (A ∨ E)))) → ((((A → D) ∧ (C → D)) ∨ (E ∨ ¬A)) → ¬((A ∨ E) → (A ∨ E))))
396,not_proved,not_proved,1.4624791219830513e-05,not_proved,3.2750191166996956e-05,"((P(c) → P(c, b)) → ∀x.R(x))"
397,valid,valid,4.834029823541641e-06,valid,9.875046089291573e-06,((⊥ ∨ D) → ((A ∨ E) ∨ (⊥ ∨ D)))
398,valid,valid,2.633407711982727e-05,valid,4.870793782174587e-05,((((B ∧ E) ∨ (C ∧ E)) ∨ ((A → D) ∨ ¬A)) ∨ (¬(E ∧ C) ∨ D))
399,not_proved,not_proved,1.991703175008297e-05,not_proved,4.6250177547335625e-05,((E ∨ ((E → E) ∧ (⊥ → ⊤))) → (((D → B) ∧ B) → ¬(D → D)))
400,not_proved,not_proved,1.637497916817665e-05,not_proved,3.687501884996891e-05,(((E → B) ∨ (C ∨ E)) → ((D → E) → ¬C))
401,valid,valid,3.958120942115784e-06,valid,8.875038474798203e-06,(((B ∨ C) ∧ C) → ((B ∨ C) ∧ C))
402,valid,valid,6.917165592312813e-06,valid,1.2249918654561043e-05,((((B ∧ C) ∧ A) ∧ (¬E ∧ (A → A))) → ((B ∧ C) ∧ A))
403,not_proved,not_proved,1.6124919056892395e-05,not_proved,5.4999953135848045e-05,"(¬(P(c, c) ∧ P(a)) ∨ ¬(P(b, c) ∧ P(a, c)))"
404,valid,valid,1.4374963939189911e-05,valid,2.9291026294231415e-05,(¬¬¬¬(D ∧ C) → ¬¬(D ∧ C))
405,not_proved,not_proved,9.832903742790222e-06,not_proved,1.8625054508447647e-05,(¬(D ∧ C) ∧ ¬(E → C))
406,not_proved,not_proved,1.433398574590683e-05,not_proved,3.3084070309996605e-05,(¬((A ∨ E) → (C ∧ E)) ∧ (((B ∨ D) ∨ (B → C)) ∨ (⊥ → (C ∧ A))))
407,not_proved,not_proved,2.233404666185379e-05,not_proved,5.2625080570578575e-05,"(∀z.¬(Q(z) ∨ Q(b)) ∧ (((P(c, c) ∨ P(a, b)) → ∃y.Q(y)) → ((⊤ → P(c)) ∧ (Q(c) → P(b, a)))))"
408,valid,valid,5.834037438035011e-06,valid,9.999843314290047e-06,(¬(E ∧ E) ∨ ¬(D ∧ ⊥))
409,valid,valid,5.665933713316917e-06,valid,1.154094934463501e-05,(¬(C ∧ C) → (¬(C ∧ C) ∨ (B ∨ (B ∧ A))))
410,valid,valid,0.00014695781283080578,valid,0.00039691594429314137,(((¬((A ∧ B) → (E ∨ E)) → (((⊥ ∨ E) → (B ∨ C)) → C)) ∧ ((((⊥ ∨ E) → (B ∨ C)) → C) → ((D ∧ (C → ⊥)) ∧ (¬D ∨ (D ∨ B))))) → (¬((A ∧ B) → (E ∨ E)) → ((D ∧ (C → ⊥)) ∧ (¬D ∨ (D ∨ B)))))
411,not_proved,not_proved,1.7249956727027893e-05,not_proved,3.5207951441407204e-05,"∀z.((Q(z) ∧ P(a, b)) ∧ ¬Q(a, b))"
412,valid,valid,3.875000402331352e-06,valid,6.542075425386429e-06,(C → (E ∨ C))
413,not_proved,not_proved,7.4589625000953674e-06,not_proved,1.4333054423332214e-05,((⊤ ∨ E) ∧ (D ∨ D))
414,valid,valid,3.6668498069047928e-06,valid,6.250105798244476e-06,(B → (⊤ ∨ B))
415,not_proved,not_proved,1.1041993275284767e-05,not_proved,2.637505531311035e-05,"((Q(a) ∨ ∀x.⊥) ∧ ((R(c) → P(b)) → ∃x.Q(c, x)))"
416,valid,valid,4.499917849898338e-06,valid,8.292030543088913e-06,(((A → D) ∧ (⊥ ∨ C)) → (A → D))
417,valid,valid,1.1250143870711327e-05,valid,2.1124957129359245e-05,(((E ∧ B) ∨ (C → D)) ∨ ((D ∧ B) → ¬C))
418,not_proved,not_proved,1.795799471437931e-05,not_proved,3.800005652010441e-05,((¬C → (D → D)) ∧ ((B → ⊤) → (D ∧ ⊥)))
419,not_proved,not_proved,1.5541911125183105e-05,not_proved,3.4125056117773056e-05,(((C → C) ∨ (A ∨ D)) → ((A → E) ∧ (E ∨ ⊤)))
420,valid,valid,3.6659184843301773e-06,valid,6.458023563027382e-06,((E ∧ ⊥) → ¬E)
421,not_proved,not_proved,7.95791856944561e-06,not_proved,1.491699367761612e-05,((E → D) → ¬A)
422,valid,valid,7.666880264878273e-06,valid,1.8625054508447647e-05,((((¬D ∧ ¬C) ∧ (¬D → ¬E)) ∧ (((B → C) ∧ (A → D)) ∨ ((D ∧ D) ∧ ¬E))) → ((¬D ∧ ¬C) ∧ (¬D → ¬E)))
423,not_proved,not_proved,1.2625008821487427e-05,not_proved,2.8416980057954788e-05,((B ∨ D) → (B ∨ ⊥))
424,valid,valid,8.292030543088913e-06,valid,1.8666964024305344e-05,(¬¬((C ∧ E) ∧ (⊤ ∨ E)) → ((C ∧ E) ∧ (⊤ ∨ E)))
425,valid,valid,8.250121027231216e-06,valid,2.0042061805725098e-05,((((C ∨ C) → (C → E)) ∨ ((C ∨ B) → (C → C))) → (((B ∧ D) ∧ ¬B) ∨ (⊤ ∨ (A → C))))
426,not_proved,not_proved,5.2165938541293144e-05,not_proved,0.00013558287173509598,"((((R(a) → Q(b, c)) ∨ ∃y.R(y)) ∧ ((R(a) ∧ R(b, c)) ∧ ∃z.R(z, a))) → ¬∃x.(P(x, x) ∧ Q(x, x)))"
427,valid,valid,1.579197123646736e-05,valid,2.9082875698804855e-05,∀y.((R(c) → R(c)) ∨ (Q(b) ∨ P(b)))
428,valid,valid,7.667113095521927e-06,valid,1.4459015801548958e-05,(((B ∨ B) ∧ B) → ((⊤ ∨ A) ∨ E))
429,not_proved,not_proved,1.3999873772263527e-05,not_proved,3.0166935175657272e-05,((((C ∧ A) ∨ D) ∨ D) ∧ (((A ∨ ⊤) → ¬B) ∧ ((A ∧ A) → ¬A)))
430,not_proved,not_proved,9.124865755438805e-06,not_proved,1.6999896615743637e-05,((A ∧ A) → (A ∧ B))
431,not_proved,not_proved,2.5166897103190422e-05,not_proved,4.983297549188137e-05,"∀x.∀z.(¬P(z, x) ∧ (Q(b, z) ∧ Q(c, a)))"
432,not_proved,not_proved,9.790994226932526e-06,not_proved,1.933402381837368e-05,((C ∧ C) ∨ (E ∧ C))
433,valid,valid,4.791887477040291e-06,valid,9.167008101940155e-06,(((A ∧ E) ∧ (B → C)) → (A ∧ E))
434,not_proved,not_proved,6.666872650384903e-06,not_proved,1.3541895896196365e-05,((A ∨ C) ∧ (B ∧ D))
435,not_proved,not_proved,2.6167137548327446e-05,not_proved,6.674998439848423e-05,((((E ∧ D) ∨ (B ∧ E)) → ¬(E ∨ A)) → (((E ∧ E) ∧ (C → A)) ∧ B))
436,not_proved,not_proved,9.290874004364014e-06,not_proved,1.750001683831215e-05,((B → A) ∨ (D ∧ ⊥))
437,valid,valid,4.3665990233421326e-05,valid,0.00012974999845027924,(¬¬((¬A → (B ∨ D)) ∨ ((A → C) → (C → D))) → ((¬A → (B ∨ D)) ∨ ((A → C) → (C → D))))
438,not_proved,not_proved,1.7875107005238533e-05,not_proved,5.312520079314709e-05,(((D → A) ∧ (E ∧ D)) → ¬(D → C))
439,valid,valid,9.875046089291573e-06,valid,2.287491224706173e-05,(((((C → C) ∨ (A → D)) ∨ ((B ∧ ⊤) ∨ C)) ∧ (((A → A) → ¬C) ∧ ¬(D ∨ C))) → (((A → A) → ¬C) ∧ ¬(D ∨ C)))
440,not_proved,not_proved,3.791693598031998e-05,not_proved,2.4540815502405167e-05,(((E ∨ A) ∨ ¬B) ∧ ((A → A) ∨ (C ∧ A)))
441,valid,valid,7.362500764429569e-05,valid,0.00013066711835563183,(((((D → B) → (E ∨ B)) ∧ (¬B → (B → A))) → (C ∨ ¬(B ∧ D))) → (¬(C ∨ ¬(B ∧ D)) → ¬(((D → B) → (E ∨ B)) ∧ (¬B → (B → A)))))
442,not_proved,not_proved,1.1958181858062744e-05,not_proved,2.5750137865543365e-05,(((⊤ → B) ∧ (D ∨ A)) ∧ ((B ∧ E) → ¬A))
443,valid,valid,4.708068445324898e-06,valid,9.16607677936554e-06,(((C ∧ B) ∧ (D → C)) → (C ∧ B))
444,not_proved,not_proved,2.754107117652893e-05,not_proved,6.166682578623295e-05,((((D ∧ C) ∨ (B → A)) ∧ ((B ∧ A) ∨ (D ∧ A))) → (¬(E ∨ D) ∨ B))
445,valid,valid,0.00011741695925593376,valid,0.00034579099155962467,(((¬(D ∧ B) ∨ ((B ∧ B) → (A ∧ D))) ∧ ((¬(D ∧ B) ∨ ((B ∧ B) → (A ∧ D))) → (((B ∨ E) → (C ∨ B)) ∨ ((⊥ → D) ∧ (D → ⊥))))) → (((B ∨ E) → (C ∨ B)) ∨ ((⊥ → D) ∧ (D → ⊥))))
446,not_proved,not_proved,1.5249941498041153e-05,not_proved,2.8792070224881172e-05,"(∀x.Q(x) ∨ ∀x.R(b, x))"
447,valid,valid,6.666872650384903e-06,valid,1.3875076547265053e-05,(((B ∨ C) → ¬E) → (((B ∨ C) → ¬E) ∨ ((B ∧ C) ∧ (C ∨ B))))
448,valid,valid,4.790956154465675e-06,valid,9.124865755438805e-06,(((E ∨ E) ∧ (B ∨ B)) → (B ∨ B))
449,not_proved,not_proved,1.2167030945420265e-05,not_proved,2.6207882910966873e-05,(¬C → ((A ∧ C) ∧ (A ∨ E)))
450,valid,valid,1.1458992958068848e-05,valid,2.1458137780427933e-05,((¬A ∧ (E ∧ A)) → ((B ∨ B) ∨ (B ∧ ⊤)))
451,not_proved,not_proved,1.0417075827717781e-05,not_proved,2.13750172406435e-05,((B → A) → (E ∧ A))
452,valid,valid,6.4999330788850784e-06,valid,1.233397051692009e-05,(¬¬(B ∧ D) → (B ∧ D))
453,not_proved,not_proved,2.8916168957948685e-05,not_proved,6.679189391434193e-05,"(∀x.(P(x) ∧ R(x, a)) ∨ ((Q(a) ∧ P(c, b)) → ∀y.Q(b)))"
454,valid,valid,5.790963768959045e-06,valid,1.237494871020317e-05,¬((D ∧ E) ∧ (D ∧ ⊥))
455,valid,valid,8.083181455731392e-06,valid,1.9208062440156937e-05,(((A → ((C ∧ C) → ¬D)) ∧ (((E ∧ C) ∨ ¬C) ∧ (A → (D → E)))) → (((E ∧ C) ∨ ¬C) ∧ (A → (D → E))))
456,not_proved,not_proved,1.537497155368328e-05,not_proved,3.233388997614384e-05,(¬((C ∨ C) ∧ (A → C)) ∧ D)
457,not_proved,not_proved,1.354212872684002e-05,not_proved,3.691599704325199e-05,"(((R(b, c) ∨ P(a)) → ∀y.Q(a)) → P(a, c))"
458,not_proved,not_proved,4.700012505054474e-05,not_proved,0.0001318331342190504,"(((∀z.⊥ → (P(c) → R(a))) → ∃y.∃y.R(a)) → (((R(a, b) ∨ P(a, a)) → (Q(c) ∧ Q(c, c))) ∧ (∃y.R(y) ∧ (P(a) ∧ P(b, a)))))"
459,not_proved,not_proved,9.125098586082458e-06,not_proved,2.2166874259710312e-05,"((P(a, a) ∧ Q(b)) ∨ ¬R(b))"
460,valid,valid,1.2750038877129555e-05,valid,3.341701813042164e-05,((((A ∧ ⊥) ∧ (E ∧ B)) → ¬(C ∨ B)) → (¬¬(C ∨ B) → ¬((A ∧ ⊥) ∧ (E ∧ B))))
461,valid,valid,2.500135451555252e-06,valid,5.417037755250931e-06,(¬¬⊤ → ⊤)
462,not_proved,not_proved,1.1541880667209625e-05,not_proved,2.5041867047548294e-05,∀y.¬∃x.P(x)
463,valid,valid,1.3665994629263878e-05,valid,5.5582961067557335e-05,((((⊤ ∨ ⊤) → ¬B) ∧ ⊤) → ((((⊤ ∨ ⊤) → ¬B) ∧ ⊤) ∨ (((A ∨ B) ∨ ¬A) ∧ D)))
464,not_proved,not_proved,4.516681656241417e-05,not_proved,0.0002698749303817749,((¬(C ∧ D) → ((C ∨ B) → (B ∧ A))) ∨ (((B ∨ ⊤) → (B ∨ C)) → ¬(B ∨ E)))
465,valid,valid,5.667097866535187e-06,valid,1.654098741710186e-05,(((D ∨ C) ∧ (C → B)) → (D ∨ C))
466,valid,valid,6.5409112721681595e-06,valid,1.316610723733902e-05,(((D ∧ (C ∨ ⊤)) ∧ ((E ∨ A) ∧ ¬B)) → (D ∧ (C ∨ ⊤)))
467,valid,valid,4.417030140757561e-06,valid,1.491582952439785e-05,(¬(E ∨ B) ∨ ¬¬(E ∨ B))
468,not_proved,not_proved,8.37491825222969e-06,not_proved,1.5666941180825233e-05,((D → B) ∧ (D → B))
469,valid,valid,4.667090252041817e-06,valid,8.875038474798203e-06,((D → D) → (E ∨ (D → D)))
470,valid,valid,1.9625062122941017e-05,valid,2.9374845325946808e-05,"∀z.((∀y.Q(c, y) ∨ ∃z.Q(z)) ∨ ¬⊥)"
471,not_proved,not_proved,1.0666903108358383e-05,not_proved,2.0832987502217293e-05,((C → B) → (C ∧ C))
472,valid,valid,3.191595897078514e-05,valid,6.9458968937397e-05,"∃z.∀z.((Q(z) ∨ Q(a)) ∨ (Q(a) → R(z, a)))"
473,not_proved,not_proved,1.091696321964264e-05,not_proved,1.954101026058197e-05,¬((E ∧ E) ∧ (A ∨ A))
474,not_proved,not_proved,3.220909275114536e-05,not_proved,7.24999699741602e-05,((((D ∨ C) → (C ∨ D)) ∧ ((C ∧ ⊤) → (B ∧ B))) ∨ ((¬A → (D → E)) ∨ B))
475,valid,valid,5.250098183751106e-06,valid,9.791925549507141e-06,(C ∨ (C → ((B ∧ C) ∨ ¬C)))
476,valid,valid,8.250121027231216e-06,valid,1.6042031347751617e-05,((⊥ ∨ E) → (A → E))
477,not_proved,not_proved,7.58306123316288e-06,not_proved,1.3457844033837318e-05,"∀z.P(z, z)"
478,valid,valid,1.4875084161758423e-05,valid,3.4542055800557137e-05,((¬⊤ → ((D → B) ∨ ¬C)) → (¬((D → B) ∨ ¬C) → ¬¬⊤))
479,not_proved,not_proved,2.4207867681980133e-05,not_proved,5.4042087867856026e-05,((((C ∧ C) → (C ∧ B)) → ((A ∧ A) ∧ (⊤ ∨ E))) → ¬((E ∧ ⊤) ∧ (E ∧ A)))
480,not_proved,not_proved,1.4541903510689735e-05,not_proved,4.05418686568737e-05,"((⊥ → ∀x.(Q(b) → ⊤)) → ¬(Q(a, b) → ∀z.P(z, b)))"
481,not_proved,not_proved,7.583992555737495e-06,not_proved,1.6458099707961082e-05,((A → ((D ∧ D) ∧ ¬⊥)) → E)
482,valid,valid,0.00022895913571119308,valid,0.0002575409598648548,(((¬(E → (B ∨ B)) → ((D ∧ (D ∧ E)) ∨ ((C ∧ A) ∨ (⊤ ∨ C)))) ∧ (((D ∧ (D ∧ E)) ∨ ((C ∧ A) ∨ (⊤ ∨ C))) → (((C ∨ E) → ¬D) → (⊥ ∧ (E → B))))) → (¬(E → (B ∨ B)) → (((C ∨ E) → ¬D) → (⊥ ∧ (E → B)))))
483,valid,valid,1.4958903193473816e-05,valid,3.1542032957077026e-05,(¬((B ∨ A) ∧ (E → A)) ∨ ¬¬((B ∨ A) ∧ (E → A)))
484,not_proved,not_proved,5.458015948534012e-06,not_proved,9.624985978007317e-06,¬(D ∧ C)
485,valid,valid,8.333008736371994e-06,valid,2.2582942619919777e-05,(((((D → B) ∧ (E → ⊤)) → (¬B → (A → D))) ∧ ¬((D ∧ C) ∨ (A ∧ D))) → (((D → B) ∧ (E → ⊤)) → (¬B → (A → D))))
486,valid,valid,7.082941010594368e-06,valid,1.537497155368328e-05,(((((E ∨ B) → (A → B)) ∧ (C ∧ (A ∨ B))) ∧ B) → (((E ∨ B) → (A → B)) ∧ (C ∧ (A ∨ B))))
487,not_proved,not_proved,1.2249918654561043e-05,not_proved,2.4333829060196877e-05,¬(((⊤ ∧ B) → ¬⊤) → ¬(B ∧ A))
488,valid,valid,3.834022209048271e-06,valid,6.875023245811462e-06,(C → (¬D ∨ C))
489,not_proved,not_proved,2.3208092898130417e-05,not_proved,5.991593934595585e-05,"(R(a, a) ∨ (∀y.Q(y) ∨ ((R(b) ∨ R(a, b)) ∧ (R(b, b) ∨ Q(c, b)))))"
490,valid,valid,7.750000804662704e-06,valid,1.5042023733258247e-05,((((E ∧ D) ∧ (D ∨ C)) ∧ (¬D ∧ (E ∧ B))) ∨ ¬(((E ∧ D) ∧ (D ∨ C)) ∧ (¬D ∧ (E ∧ B))))
491,not_proved,not_proved,1.5958910807967186e-05,not_proved,3.0667055398225784e-05,((D ∧ (C ∨ E)) → ((A → E) ∧ (D ∨ C)))
492,not_proved,not_proved,6.875023245811462e-06,not_proved,1.2042000889778137e-05,(¬A → ¬D)
493,valid,valid,4.250090569257736e-06,valid,8.333008736371994e-06,(((C ∨ E) ∧ (A ∨ E)) → (A ∨ E))
494,valid,valid,1.1457828804850578e-05,valid,2.345792017877102e-05,((E ∧ (B → C)) → ((B → A) ∨ (E ∧ (B → C))))
495,not_proved,not_proved,7.333001121878624e-06,not_proved,1.6666948795318604e-05,((A ∧ (⊤ ∧ E)) ∧ ¬(B ∨ D))
496,valid,valid,7.6249707490205765e-06,valid,1.845788210630417e-05,(((((D ∧ C) → ¬C) → ((D ∨ A) ∨ (E → A))) ∧ ((¬⊥ → (B ∧ A)) → ¬¬E)) → ((¬⊥ → (B ∧ A)) → ¬¬E))
497,not_proved,not_proved,1.1832918971776962e-05,not_proved,3.279210068285465e-05,(¬¬(D ∧ D) ∧ (((A ∧ E) ∧ ¬B) ∨ ((B → A) ∧ (B ∧ E))))
498,valid,valid,0.00010300008580088615,valid,0.00025554210878908634,((((C ∧ E) ∨ ¬C) ∧ (((C ∧ E) ∨ ¬C) → ((⊥ ∧ A) ∧ (A ∨ D)))) → ((⊥ ∧ A) ∧ (A ∨ D)))
499,not_proved,not_proved,8.417060598731041e-06,not_proved,1.5167053788900375e-05,((C → D) ∨ (D ∧ B))
500,valid,valid,4.20818105340004e-06,valid,8.125090971589088e-06,((¬D ∧ (D → D)) → (D → D))
501,not_proved,not_proved,1.1458061635494232e-05,not_proved,2.150004729628563e-05,(¬(E ∧ B) ∧ ((B → A) ∨ (C ∧ E)))
502,valid,valid,4.125060513615608e-06,valid,7.792143151164055e-06,(((B ∨ A) ∧ C) → C)
503,not_proved,not_proved,1.3333046808838844e-05,not_proved,2.708379179239273e-05,(((D → ⊥) → (B ∨ B)) → D)
504,not_proved,not_proved,2.6416964828968048e-05,not_proved,5.504116415977478e-05,((E → E) → (((A ∧ A) → (C ∧ ⊥)) ∨ ((C ∨ ⊥) ∨ (C ∧ C))))
505,not_proved,not_proved,8.041970431804657e-06,not_proved,1.9707949832081795e-05,"(¬R(c, a) ∧ ∃y.Q(c))"
506,valid,valid,9.499955922365189e-06,valid,2.49580480158329e-05,((((¬E ∧ (D → A)) ∨ ((A ∧ D) ∧ ¬B)) ∧ (((C ∧ C) ∧ (E ∨ B)) ∨ ((⊤ ∧ ⊥) ∨ (B ∧ D)))) → (((C ∧ C) ∧ (E ∨ B)) ∨ ((⊤ ∧ ⊥) ∨ (B ∧ D))))
507,not_proved,not_proved,2.874992787837982e-06,not_proved,6.749993190169334e-06,"Q(a, b)"
508,valid,valid,2.7918722480535507e-06,valid,5.499925464391708e-06,((D ∨ E) → (D ∨ E))
509,not_proved,not_proved,9.16607677936554e-06,not_proved,1.6625039279460907e-05,¬((B ∧ C) ∧ (D ∧ ⊤))
510,not_proved,not_proved,2.2666994482278824e-05,not_proved,8.483394049108028e-05,((¬(⊤ ∧ D) ∨ ¬(C → B)) → ((¬E ∧ (E ∧ B)) ∧ ((C ∧ C) → (E ∨ B))))
511,valid,valid,4.9578957259655e-06,valid,9.791925549507141e-06,((B → C) → ((B ∧ E) ∨ (B → C)))
512,valid,valid,4.708999767899513e-06,valid,1.3208016753196716e-05,((C ∨ D) → ((B ∧ B) ∨ (C ∨ D)))
513,valid,valid,4.459172487258911e-06,valid,6.458023563027382e-06,¬¬⊤
514,valid,valid,4.916917532682419e-06,valid,9.458977729082108e-06,(((A → D) ∧ (A → ⊥)) → (A → D))
515,not_proved,not_proved,2.5041168555617332e-05,not_proved,4.7625042498111725e-05,"¬∃x.((P(c) ∧ P(x, x)) ∨ (R(x, x) ∨ Q(x, x)))"
516,valid,valid,4.958128556609154e-06,valid,9.95793379843235e-06,((⊤ ∨ ⊥) → ((⊤ ∨ ⊥) ∨ (C → B)))
517,valid,valid,8.458038792014122e-06,valid,2.1624844521284103e-05,(((A → A) → (D ∨ C)) ∨ ((B ∧ C) → (C ∨ C)))
518,not_proved,not_proved,9.458046406507492e-06,not_proved,1.7707934603095055e-05,((E → D) → ¬B)
519,not_proved,not_proved,1.591700129210949e-05,not_proved,2.845795825123787e-05,∀y.∀z.(⊤ ∧ R(c))
520,not_proved,not_proved,1.2875068932771683e-05,not_proved,2.7292175218462944e-05,¬(((⊥ → A) ∧ E) → ¬¬B)
